full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Lamine Fomba,22,885772800,Ligue 1,2019/2020,Midfielder,Nîmes,1374,599,775,France,20,6,9,0,0,0,0,0,0,0,0,6,4,2,26,9,17,6,0,0,0,0,0,0,0,1.7,53,69,229,0,0.39,267,239,-1,18
Lamine Koné,31,602294400,Ligue 1,2019/2020,Defender,Strasbourg,1474,646,828,Côte d'Ivoire,18,7,10,1,1,0,0,0,0,0,0,3,2,1,20,7,13,4,0,0.06,0,0.06,0.14,0,1474,1.22,74,82,369,0,0.24,178,338,101,9
Laurent Koscielny,34,495158400,Ligue 1,2019/2020,Defender,Bordeaux,2184,1014,1170,France,25,12,13,0,0,0,0,0,0,0,0,6,4,2,25,10,15,3,0,0,0,0,0,0,0,1.03,87,87,728,0,0.12,370,371,62,24
Layvin Kurzawa,27,715564800,Ligue 1,2019/2020,Defender,PSG,855,407,448,France,14,5,4,1,1,0,0,0,0,0,0,7,3,4,7,3,4,4,0,0.11,0,0.11,0.22,0,855,0.74,122,61,214,0,0.42,130,358,21,11
Leandro Daniel Paredes,26,772848000,Ligue 1,2019/2020,Midfielder,PSG,807,358,449,Argentina,17,3,5,0,0,0,1,0,1,0,0,7,5,2,9,2,7,2,0,0.11,0.11,0,0,0,0,1,90,47,404,807,0.22,358,118,-1,23
Lebo Mothiba,24,822787200,Ligue 1,2019/2020,Forward,Strasbourg,1047,564,483,South Africa,21,7,5,4,3,1,3,2,1,0,0,6,4,2,19,9,10,0,0,0.6,0.26,0.34,0.48,0.19,262,1.63,55,50,0,349,0,42,26,-1,3
Lenny Lacroix,17,1044489600,Ligue 1,2019/2020,Defender,Metz,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Léo Dubois,25,779500800,Ligue 1,2019/2020,Defender,Olympique Lyonnais,1347,610,737,France,16,7,8,0,0,0,0,0,0,0,0,5,3,2,11,4,7,3,0,0,0,0,0,0,0,0.73,122,84,449,0,0.2,311,309,19,25
Leonardo Cesar Jardim,25,795657600,Ligue 1,2019/2020,Goalkeeper,Lille,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Levy Kahamba Ntumba,19,979257600,Ligue 1,2019/2020,Goalkeeper,Dijon,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lionel Jules Carole,29,671414400,Ligue 1,2019/2020,Defender,Strasbourg,1271,527,744,France,18,6,8,0,0,0,0,0,0,0,0,5,2,3,21,9,12,3,0,0,0,0,0,0,0,1.49,61,71,424,0,0.21,338,339,128,18
Logan Costa,19,986083200,Ligue 1,2019/2020,Defender,Reims,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Loïc Mbe Soh,19,992390400,Ligue 1,2019/2020,Forward,PSG,59,59,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.53,59,59,0,0,0,-1,-1,-1,17
Loïc Perrin,34,492220800,Ligue 1,2019/2020,Defender,Saint-Étienne,1715,990,725,France,21,11,9,0,0,0,0,0,0,0,0,4,2,2,28,16,12,5,0,0,0,0,0,0,0,1.47,61,82,343,0,0.26,274,328,123,26
Loïc Rémy,33,536544000,Ligue 1,2019/2020,Forward,Lille,964,559,405,France,20,7,4,7,7,0,0,0,0,0,0,9,7,2,6,4,2,2,0,0.65,0,0.65,1.13,0,138,0.56,161,48,482,0,0.19,9,252,-1,2
Loïck Landre,28,705024000,Ligue 1,2019/2020,Defender,Nîmes,929,402,527,France,11,4,6,1,0,1,0,0,0,0,0,2,2,0,15,5,10,2,0,0.1,0,0.1,0,0.17,929,1.45,62,84,465,0,0.19,141,223,121,10
Loïs Diony,27,724809600,Ligue 1,2019/2020,Forward,Saint-Étienne,669,290,379,France,12,4,4,2,0,2,0,0,0,0,0,1,1,0,7,1,6,1,0,0.27,0,0.27,0,0.47,335,0.94,96,56,669,0,0.13,59,272,-1,4
Loris Benito,28,694742400,Ligue 1,2019/2020,Defender,Bordeaux,1896,643,1253,Switzerland,23,7,14,1,0,1,0,0,0,0,0,3,1,2,25,7,18,5,0,0.05,0,0.05,0,0.07,1896,1.19,76,82,379,0,0.24,196,368,95,10
Lovre Kalinić,30,639100800,Ligue 1,2019/2020,Goalkeeper,Toulouse,306,90,216,Croatia,4,1,3,0,0,0,0,0,0,0,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,1.18,77,77,0,0,0,235,219,93,13
Lucas Buadés,22,883267200,Ligue 1,2019/2020,Forward,Nîmes,117,97,20,France,6,1,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,0,0,0,0,0,0,0,0,3.08,29,20,0,0,0,-1,-1,-1,23
Lucas Da Cunha,19,992044800,Ligue 1,2019/2020,Midfielder,Rennes,72,65,7,France,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,-1,-1,-1,16
Lucas Deaux,31,599097600,Ligue 1,2019/2020,Midfielder,Nîmes,1338,711,627,France,17,8,7,2,1,1,1,1,0,0,0,5,4,1,18,4,14,2,0,0.2,0.07,0.13,0.13,0.14,669,1.21,74,79,669,1338,0.13,117,166,-1,7
Lucas Gourna Douath,16,1060041600,Ligue 1,2019/2020,Midfielder,Saint-Étienne,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lucas Lima,28,687052800,Ligue 1,2019/2020,Defender,Nantes,270,90,180,Brazil,3,1,2,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,27
Lucas Lionel Dias,21,927331200,Ligue 1,2019/2020,Goalkeeper,Nîmes,316,90,226,France,4,1,2,0,0,0,0,0,0,0,0,1,0,1,5,0,5,0,0,0,0,0,0,0,0,1.42,63,79,0,0,0,227,222,117,21
Lucas Perrin,21,911433600,Ligue 1,2019/2020,Midfielder,Olympique Marseille,360,90,270,France,4,1,3,0,0,0,0,0,0,0,0,2,0,2,3,1,2,2,0,0,0,0,0,0,0,0.75,120,90,180,0,0.5,256,217,-1,23
Lucas Tousart,23,862272000,Ligue 1,2019/2020,Midfielder,Olympique Lyonnais,1761,763,998,France,24,8,11,2,0,2,2,0,2,0,0,8,5,3,19,5,14,5,0,0.2,0.1,0.1,0,0.18,881,0.97,93,73,352,881,0.26,138,128,-1,7
Lucas Valls,21,906681600,Ligue 1,2019/2020,Midfielder,Nîmes,10,10,0,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,15
Ludovic Ajorque,26,762134400,Ligue 1,2019/2020,Forward,Strasbourg,2068,1059,1009,France,26,12,12,8,5,3,4,4,0,1,0,8,4,4,20,12,8,3,0,0.52,0.17,0.35,0.42,0.27,259,0.87,103,80,689,517,0.13,40,70,-1,1
Ludovic Baal,34,517276800,Ligue 1,2019/2020,Defender,Brest,825,360,465,French Guiana,11,4,5,0,0,0,0,0,0,0,0,5,3,2,10,1,9,1,0,0,0,0,0,0,0,1.09,83,75,825,0,0.11,377,377,76,19
Ludovic Blas,22,883526400,Ligue 1,2019/2020,Midfielder,Nantes,1858,899,959,France,24,11,11,5,4,1,1,1,0,0,0,8,5,3,24,10,14,0,0,0.29,0.05,0.24,0.4,0.09,372,1.16,77,77,0,1858,0,66,189,-1,1
Ludovic Butelle,37,418176000,Ligue 1,2019/2020,Goalkeeper,Angers SCO,2340,1350,990,France,26,15,11,0,0,0,0,0,0,0,0,11,7,4,30,13,17,0,0,0,0,0,0,0,0,1.15,78,90,0,0,0,330,330,88,13
Luiz Araújo,24,833673600,Ligue 1,2019/2020,Forward,Lille,819,279,540,Brazil,21,2,5,2,1,1,1,0,1,0,0,7,5,2,12,3,9,1,0,0.33,0.11,0.22,0.32,0.17,410,1.32,68,39,819,819,0.11,76,124,-1,6
Luiz Gustavo Dias,33,553996800,Ligue 1,2019/2020,Midfielder,Olympique Marseille,189,90,99,Brazil,3,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.48,189,63,0,0,0,-1,-1,-1,22
Lyle Foster,19,968025600,Ligue 1,2019/2020,Forward,Monaco,62,46,16,South Africa,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2.9,31,31,0,0,0,-1,-1,-1,20
M'Baye Babacar Niang,25,787795200,Ligue 1,2019/2020,Forward,Rennes,2133,1140,993,France,26,13,11,10,8,2,0,0,0,0,2,8,2,6,21,12,9,2,0,0.42,0,0.42,0.63,0.18,213,0.89,102,82,1067,0,0.08,27,297,-1,1
Madih Talal,22,871776000,Ligue 1,2019/2020,Midfielder,Amiens SC,18,18,0,France,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,20
Mahdi Camara,22,899164800,Ligue 1,2019/2020,Midfielder,Saint-Étienne,900,531,369,France,12,6,4,0,0,0,0,0,0,0,0,1,1,0,17,8,9,2,1,0,0,0,0,0,0,1.7,53,75,450,0,0.2,249,257,-1,23
Malang Sarr,21,917049600,Ligue 1,2019/2020,Defender,Nice,1454,702,752,France,19,8,8,1,1,0,0,0,0,0,0,4,2,2,17,7,10,2,0,0.06,0,0.06,0.13,0,1454,1.05,86,77,727,0,0.12,179,275,67,9
Mama Samba Baldé,24,815616000,Ligue 1,2019/2020,Forward,Dijon,1683,857,826,Guinea-Bissau,24,10,10,6,4,2,2,1,1,0,0,4,4,0,26,10,16,2,0,0.43,0.11,0.32,0.42,0.22,281,1.39,65,70,842,842,0.11,46,116,-1,1
Mamadou Fofana,22,885340800,Ligue 1,2019/2020,Defender,Metz,1587,781,806,Mali,20,9,9,0,0,0,0,0,0,0,0,6,3,3,21,9,12,4,0,0,0,0,0,0,0,1.19,76,79,397,0,0.23,348,350,97,21
Manuel Cabit,27,739065600,Ligue 1,2019/2020,Defender,Metz,270,180,90,France,3,2,1,0,0,0,1,1,0,0,0,1,1,0,4,2,2,2,0,0.33,0.33,0,0,0,0,1.33,68,90,135,270,0.67,-1,-1,-1,9
Marcelo Antônio Guedes Filho,33,548467200,Ligue 1,2019/2020,Defender,Olympique Lyonnais,1505,703,802,Brazil,17,8,9,0,0,0,0,0,0,0,0,5,4,1,14,3,11,4,0,0,0,0,0,0,0,0.84,108,89,376,0,0.24,315,311,35,21
Marcin Bulka,20,938995200,Ligue 1,2019/2020,Goalkeeper,PSG,90,0,90,Poland,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,19
Marco Verratti,27,720921600,Ligue 1,2019/2020,Midfielder,PSG,1481,852,629,Italy,20,9,6,0,0,0,5,2,3,0,0,11,6,5,14,9,5,6,0,0.3,0.3,0,0,0,0,0.85,106,74,247,296,0.36,355,20,-1,26
Marcus Coco,24,835574400,Ligue 1,2019/2020,Midfielder,Nantes,15,0,15,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,23
Marley Ake,0,0,Ligue 1,2019/2020,Forward,Olympique Marseille,90,50,40,France,9,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,90,0,1,-1,-1,-1,12
Marquinhos,26,768873600,Ligue 1,2019/2020,Defender,PSG,1472,834,638,Brazil,19,9,6,3,3,0,1,1,0,0,0,10,6,4,12,7,5,1,0,0.24,0.06,0.18,0.32,0,491,0.73,123,77,1472,1472,0.06,88,182,20,7
Marshall Nyasha Munetsi,24,835401600,Ligue 1,2019/2020,Midfielder,Reims,830,372,458,Zimbabwe,17,4,4,0,0,0,2,0,2,0,0,8,6,2,6,2,4,3,0,0.22,0.22,0,0,0,0,0.65,138,49,277,415,0.33,263,42,-1,17
Martin Terrier,23,857433600,Ligue 1,2019/2020,Forward,Olympique Lyonnais,1195,536,659,France,23,6,7,1,0,1,2,2,0,0,0,7,6,1,12,4,8,0,0,0.23,0.15,0.08,0,0.14,1195,0.9,100,52,0,598,0,160,89,-1,8
Marvin Gakpa,26,752284800,Ligue 1,2019/2020,Forward,Metz,462,250,212,France,13,2,2,0,0,0,0,0,0,0,0,2,1,1,6,2,4,0,0,0,0,0,0,0,0,1.17,77,36,0,0,0,349,352,-1,18
Marvin Tshibuabua,18,1010448000,Ligue 1,2019/2020,Defender,Saint-Étienne,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mateo Pavlović,30,644889600,Ligue 1,2019/2020,Defender,Angers SCO,809,358,451,Croatia,11,3,5,0,0,0,0,0,0,0,0,3,1,2,15,4,11,3,0,0,0,0,0,0,0,1.67,54,74,270,0,0.33,301,300,146,20
Matheus Pereira da Silva,22,888364800,Ligue 1,2019/2020,Midfielder,Dijon,466,246,220,Brazil,10,3,3,0,0,0,0,0,0,0,0,3,3,0,5,1,4,4,0,0,0,0,0,0,0,0.97,93,47,117,0,0.77,247,237,-1,13
Mathias Autret,29,667785600,Ligue 1,2019/2020,Midfielder,Brest,1226,735,491,France,23,8,6,2,1,1,3,2,1,0,0,7,5,2,9,5,4,3,0,0.37,0.22,0.15,0.12,0.18,613,0.66,136,53,409,409,0.22,108,41,-1,8
Mathias Pereira Lage,23,849312000,Ligue 1,2019/2020,Midfielder,Angers SCO,1542,764,778,France,25,8,9,1,1,0,3,3,0,0,0,11,6,5,23,8,15,2,0,0.23,0.18,0.06,0.12,0,1542,1.34,67,62,771,514,0.12,180,60,-1,12
Mathías Sebastián Suárez Suárez,24,835574400,Ligue 1,2019/2020,Defender,Montpellier,61,0,61,Uruguay,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.48,61,61,0,0,0,-1,-1,-1,15
Mathieu Bodmer,37,406771200,Ligue 1,2019/2020,Defender,Amiens SC,79,51,28,France,9,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,1,1,0,1.14,0,1.14,1.76,0,79,3.42,26,9,79,0,1.14,-1,-1,-1,15
Mathieu Cafaro,23,859248000,Ligue 1,2019/2020,Midfielder,Reims,931,579,352,France,13,8,4,1,1,0,2,1,1,1,0,6,4,2,7,4,3,3,1,0.29,0.19,0.1,0.16,0,931,0.68,133,72,310,466,0.29,136,51,-1,8
Mathieu Debuchy,34,491356800,Ligue 1,2019/2020,Defender,Saint-Étienne,1770,870,900,France,21,10,10,1,0,1,1,0,1,0,0,2,1,1,31,12,19,2,0,0.1,0.05,0.05,0,0.1,1770,1.58,57,84,885,1770,0.1,197,193,142,6
Mathieu Dossevi,32,571622400,Ligue 1,2019/2020,Midfielder,Toulouse,1758,1009,749,Togo,26,12,8,1,0,1,2,2,0,0,0,3,2,1,33,16,17,0,0,0.15,0.1,0.05,0,0.12,1758,1.69,53,68,0,879,0,188,133,-1,8
Mathieu Goncalves,19,991958400,Ligue 1,2019/2020,Defender,Toulouse,314,243,71,France,4,2,1,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,1.72,52,79,314,0,0.29,262,233,149,21
Mathis Carvalho,21,925257600,Ligue 1,2019/2020,Goalkeeper,Montpellier,71,0,71,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5.07,18,71,0,0,0,-1,-1,-1,19
Mathis Ryan Cherki,16,1061078400,Ligue 1,2019/2020,Forward,Olympique Lyonnais,139,48,91,France,6,0,1,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,1.94,46,23,0,0,0,-1,-1,-1,13
Matthieu Dreyer,31,606355200,Ligue 1,2019/2020,Goalkeeper,Amiens SC,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Matthieu Udol,24,827280000,Ligue 1,2019/2020,Defender,Metz,1102,628,474,France,13,7,5,0,0,0,1,0,1,0,0,4,1,3,14,7,7,3,0,0.08,0.08,0,0,0,0,1.14,79,85,367,1102,0.25,216,160,85,12
Matz Sels,28,699062400,Ligue 1,2019/2020,Goalkeeper,Strasbourg,2430,1170,1260,Belgium,27,13,14,0,0,0,0,0,0,0,0,8,4,4,29,14,15,0,0,0,0,0,0,0,0,1.07,84,90,0,0,0,337,337,71,22
Mauro Daniel Goicoechea Furia,32,575424000,Ligue 1,2019/2020,Goalkeeper,Toulouse,180,90,90,Uruguay,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,20
Mauro Icardi,27,730080000,Ligue 1,2019/2020,Forward,PSG,1268,586,682,Argentina,20,6,8,12,6,6,2,1,1,0,0,9,7,2,15,7,8,0,0,0.99,0.14,0.85,0.92,0.79,106,1.06,85,63,0,634,0,4,90,-1,3
Max-Alain Gradel,32,565228800,Ligue 1,2019/2020,Forward,Toulouse,1641,734,907,Côte d'Ivoire,21,8,11,3,1,2,2,1,1,2,1,2,2,0,34,11,23,4,0,0.27,0.11,0.16,0.12,0.2,547,1.86,48,78,410,821,0.22,107,110,-1,2
Maxence Caqueret,20,950572800,Ligue 1,2019/2020,Midfielder,Olympique Lyonnais,570,270,300,France,8,3,4,0,0,0,0,0,0,0,0,2,1,1,5,2,3,2,0,0,0,0,0,0,0,0.79,114,71,285,0,0.32,217,231,-1,19
Maxence Rivera,0,0,Ligue 1,2019/2020,Midfielder,Saint-Étienne,24,24,0,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,-1,-1,-1,19
Maxime Lopez,22,881193600,Ligue 1,2019/2020,Midfielder,Olympique Marseille,1109,553,556,France,23,6,7,0,0,0,3,1,2,0,0,10,4,6,14,4,10,2,0,0.24,0.24,0,0,0,0,1.14,79,48,555,370,0.16,320,31,-1,11
Maxime Poundjé,27,713923200,Ligue 1,2019/2020,Defender,Bordeaux,2,0,2,France,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,17
Mazire Soula,22,897091200,Ligue 1,2019/2020,Forward,Angers SCO,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mehdi Abeid,27,713059200,Ligue 1,2019/2020,Midfielder,Nantes,1817,939,878,Algeria,25,10,10,1,0,1,2,1,1,0,0,10,7,3,21,7,14,5,0,0.15,0.1,0.05,0,0.1,1817,1.04,87,73,363,909,0.25,198,139,-1,7
Mehdi Zerkane,21,931996800,Ligue 1,2019/2020,Midfielder,Bordeaux,0,0,0,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mehmet Zeki Çelik,23,856137600,Ligue 1,2019/2020,Defender,Lille,2070,1170,900,Turkey,23,13,10,0,0,0,2,2,0,0,0,11,8,3,20,8,12,4,0,0.09,0.09,0,0,0,0,0.87,104,90,518,1035,0.17,386,149,37,24
Melvin Bard,19,973468800,Ligue 1,2019/2020,Defender,Olympique Lyonnais,44,0,44,France,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,14
Memphis Depay,26,761097600,Ligue 1,2019/2020,Forward,Olympique Lyonnais,1022,560,462,Netherlands,13,7,5,9,4,5,2,1,1,1,0,4,2,2,7,3,4,0,0,0.97,0.18,0.79,0.64,0.97,114,0.62,146,79,0,511,0,5,62,-1,2
Mickaël Alphonse,31,616204800,Ligue 1,2019/2020,Defender,Dijon,1377,554,823,France,17,6,9,0,0,0,1,1,0,0,0,3,2,1,20,7,13,2,0,0.07,0.07,0,0,0,0,1.31,69,81,689,1377,0.13,316,165,109,27
Mickaël Le Bihan,30,642816000,Ligue 1,2019/2020,Forward,Nice,99,99,0,France,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0.91,0.91,0,0,0,0,0.91,99,50,99,99,0.91,-1,-1,-1,29
Mickaël Nade,21,920505600,Ligue 1,2019/2020,Defender,Saint-Étienne,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Miguel Ángel Trauco Saavedra,27,714700800,Ligue 1,2019/2020,Defender,Saint-Étienne,1478,723,755,Peru,19,8,9,1,0,1,2,1,1,0,0,3,3,0,25,10,15,6,0,0.18,0.12,0.06,0,0.12,1478,1.52,59,78,246,739,0.37,169,101,137,7
Mihailo Ristić,24,815097600,Ligue 1,2019/2020,Midfielder,Montpellier,804,326,478,Serbia,18,3,5,0,0,0,2,1,1,0,0,5,5,0,15,3,12,1,0,0.22,0.22,0,0,0,0,1.68,54,45,804,402,0.11,290,37,-1,24
Mike Maignan,25,804729600,Ligue 1,2019/2020,Goalkeeper,Lille,2520,1350,1170,France,28,15,13,0,0,0,0,0,0,0,0,12,9,3,25,9,16,0,0,0,0,0,0,0,0,0.89,101,90,0,0,0,385,385,41,15
Mitchel Bakker,20,961459200,Ligue 1,2019/2020,Defender,PSG,90,0,90,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,3,30,90,90,0,1,-1,-1,-1,29
Moataz Zemzemi,20,933984000,Ligue 1,2019/2020,Defender,Strasbourg,22,22,0,Tunisia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,-1,-1,19
Mohamed Simakan,20,957312000,Ligue 1,2019/2020,Defender,Strasbourg,1503,734,769,France,19,8,9,0,0,0,0,0,0,0,0,7,4,3,19,10,9,4,0,0,0,0,0,0,0,1.14,79,79,376,0,0.24,342,344,83,15
moise sakava,19,977788800,Ligue 1,2019/2020,Midfielder,Reims,0,0,0,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Molla Wagué,29,667094400,Ligue 1,2019/2020,Defender,Nantes,683,180,503,Mali,9,2,6,0,0,0,0,0,0,0,0,2,0,2,10,4,6,2,1,0,0,0,0,0,0,1.32,68,76,228,0,0.4,347,362,113,25
Moreto Moro Cassamã,22,887587200,Ligue 1,2019/2020,Midfielder,Reims,594,245,349,Portugal,7,3,4,0,0,0,1,0,1,0,0,2,2,0,5,1,4,3,0,0.15,0.15,0,0,0,0,0.76,119,85,198,594,0.45,327,86,-1,20
Morgan Sanson,25,777168000,Ligue 1,2019/2020,Midfielder,Olympique Marseille,2186,1067,1119,France,27,13,13,5,4,1,4,3,1,0,0,10,3,7,18,9,9,5,0,0.37,0.16,0.21,0.34,0.08,437,0.74,121,81,437,547,0.21,80,76,-1,3
Moses Daddy Simon,25,805507200,Ligue 1,2019/2020,Forward,Nantes,2182,1170,1012,Nigeria,26,13,12,5,2,3,5,3,2,0,0,9,6,3,23,10,13,2,0,0.41,0.21,0.21,0.15,0.27,436,0.95,95,84,1091,436,0.08,82,44,-1,2
Mounir Chouiar,21,917049600,Ligue 1,2019/2020,Forward,Dijon,1514,739,775,France,20,9,9,4,2,2,0,0,0,0,0,5,4,1,17,7,10,5,1,0.24,0,0.24,0.24,0.23,379,1.01,89,76,303,0,0.3,67,261,-1,4
Moussa Dembélé,24,837129600,Ligue 1,2019/2020,Forward,Olympique Lyonnais,2189,924,1265,France,27,10,14,16,7,9,2,0,2,4,1,9,6,3,21,4,17,3,0,0.74,0.08,0.66,0.68,0.64,137,0.86,104,81,730,1095,0.12,8,157,-1,1
Moussa Diarra,19,973814400,Ligue 1,2019/2020,Defender,Toulouse,90,0,90,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,15
Moussa Doumbia,25,776908800,Ligue 1,2019/2020,Midfielder,Reims,1733,920,813,Mali,26,11,11,2,2,0,1,1,0,1,0,11,7,4,12,5,7,7,1,0.16,0.05,0.1,0.2,0,867,0.62,144,67,248,1733,0.36,137,198,-1,5
Moussa Konaté,27,733795200,Ligue 1,2019/2020,Forward,Amiens SC,609,413,196,Senegal,12,5,1,2,2,0,0,0,0,0,1,2,2,0,13,6,7,0,0,0.3,0,0.3,0.44,0,305,1.92,47,51,0,0,0,52,258,-1,6
Moussa Koné,23,851904000,Ligue 1,2019/2020,Forward,Nîmes,137,32,105,Senegal,5,0,1,2,1,1,0,0,0,0,0,1,1,0,2,0,2,0,0,1.31,0,1.31,2.81,0.86,69,1.31,69,27,0,0,0,-1,-1,-1,8
Moussa Sylla,20,943488000,Ligue 1,2019/2020,Midfielder,Monaco,9,9,0,France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,18
Moussa Wagué,21,907459200,Ligue 1,2019/2020,Defender,Nice,197,104,93,Senegal,5,1,1,0,0,0,2,1,1,0,0,1,0,1,2,1,1,0,0,0.91,0.91,0,0,0,0,0.91,99,39,0,99,0,-1,-1,-1,20
Myziane Maolida,21,918950400,Ligue 1,2019/2020,Forward,Nice,669,429,240,France,18,5,2,1,1,0,2,2,0,0,0,3,1,2,9,3,6,0,0,0.4,0.27,0.13,0.21,0,669,1.21,74,37,0,335,0,122,22,-1,12
Nacer Chadli,30,618019200,Ligue 1,2019/2020,Midfielder,Monaco,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Naif Aguerd,24,828144000,Ligue 1,2019/2020,Defender,Dijon,958,450,508,Morocco,11,5,6,1,1,0,0,0,0,0,0,4,3,1,12,2,10,2,0,0.09,0,0.09,0.2,0,958,1.13,80,87,479,0,0.19,148,326,82,9
Naldo,37,400464000,Ligue 1,2019/2020,Defender,Monaco,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
